City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
319,olutanga,7.3106,122.8464,26.180000000000007,82,100,2.79,PH,1680390939
320,cheney,47.4874,-117.5758,9.010000000000048,38,75,14.92,US,1680390684
321,tambacounda,13.7539,-13.7586,31.900000000000034,9,3,2.21,SN,1680390940
322,dickinson,29.4608,-95.0513,31.05000000000001,30,0,4.12,US,1680390940
323,broadstairs,51.3591,1.4394,7.330000000000041,89,100,4.92,GB,1680390940
324,lompoc,34.6391,-120.4579,21.120000000000005,66,0,11.18,US,1680390605
325,dharmavaram,14.4333,77.7167,26.900000000000034,39,66,5.28,IN,1680390941
326,uvira,-3.4067,29.1458,22.03000000000003,86,93,0.89,CD,1680390941
327,narsaq,60.9167,-46.05,-1.8799999999999955,77,57,3.9,GL,1680390915
328,gravdal,68.1214,13.5031,-5.060000000000002,80,0,3.0,NO,1680390942
329,zverinogolovskoye,54.4586,64.8542,-0.8199999999999932,71,6,4.98,RU,1680390942
